dataset,time_period,region_name,region_type,region_code,property_value
people_in_debt,2022,Dronten,Municipality,GM0303,284.0
people_in_debt,2023,Dronten,Municipality,GM0303,339.0
people_in_debt,2019,Druten,Municipality,GM0225,243.0
people_in_debt,2020,Druten,Municipality,GM0225,262.0
people_in_debt,2021,Druten,Municipality,GM0225,280.0
people_in_debt,2022,Druten,Municipality,GM0225,314.0
people_in_debt,2023,Druten,Municipality,GM0225,347.0
people_in_debt,2019,Duiven,Municipality,GM0226,226.0
people_in_debt,2020,Duiven,Municipality,GM0226,244.0
people_in_debt,2021,Duiven,Municipality,GM0226,262.0
people_in_debt,2022,Duiven,Municipality,GM0226,291.0
people_in_debt,2023,Duiven,Municipality,GM0226,346.0
people_in_debt,2019,Echt-Susteren,Municipality,GM1711,215.0
people_in_debt,2020,Echt-Susteren,Municipality,GM1711,231.0
people_in_debt,2021,Echt-Susteren,Municipality,GM1711,248.0
people_in_debt,2022,Echt-Susteren,Municipality,GM1711,260.0
people_in_debt,2023,Echt-Susteren,Municipality,GM1711,304.0
people_in_debt,2019,Edam-Volendam,Municipality,GM0385,279.0
people_in_debt,2020,Edam-Volendam,Municipality,GM0385,306.0
people_in_debt,2021,Edam-Volendam,Municipality,GM0385,329.0
people_in_debt,2022,Edam-Volendam,Municipality,GM0385,363.0
people_in_debt,2023,Edam-Volendam,Municipality,GM0385,402.0
people_in_debt,2019,Ede,Municipality,GM0228,271.0
people_in_debt,2020,Ede,Municipality,GM0228,291.0
people_in_debt,2021,Ede,Municipality,GM0228,310.0
people_in_debt,2022,Ede,Municipality,GM0228,335.0
people_in_debt,2023,Ede,Municipality,GM0228,387.0
people_in_debt,2019,Eemnes,Municipality,GM0317,344.0
people_in_debt,2020,Eemnes,Municipality,GM0317,378.0
people_in_debt,2021,Eemnes,Municipality,GM0317,409.0
people_in_debt,2022,Eemnes,Municipality,GM0317,444.0
people_in_debt,2023,Eemnes,Municipality,GM0317,519.0
people_in_debt,2019,Eemsdelta,Municipality,GM1979,
people_in_debt,2020,Eemsdelta,Municipality,GM1979,
people_in_debt,2021,Eemsdelta,Municipality,GM1979,165.0
people_in_debt,2022,Eemsdelta,Municipality,GM1979,182.0
people_in_debt,2023,Eemsdelta,Municipality,GM1979,214.0
people_in_debt,2019,Eersel,Municipality,GM0770,308.0
people_in_debt,2020,Eersel,Municipality,GM0770,327.0
people_in_debt,2021,Eersel,Municipality,GM0770,348.0
people_in_debt,2022,Eersel,Municipality,GM0770,397.0
people_in_debt,2023,Eersel,Municipality,GM0770,448.0
people_in_debt,2019,Eijsden-Margraten,Municipality,GM1903,263.0
people_in_debt,2020,Eijsden-Margraten,Municipality,GM1903,279.0
people_in_debt,2021,Eijsden-Margraten,Municipality,GM1903,299.0
people_in_debt,2022,Eijsden-Margraten,Municipality,GM1903,317.0
people_in_debt,2023,Eijsden-Margraten,Municipality,GM1903,378.0
people_in_debt,2019,Eindhoven,Municipality,GM0772,246.0
people_in_debt,2020,Eindhoven,Municipality,GM0772,265.0
people_in_debt,2021,Eindhoven,Municipality,GM0772,287.0
people_in_debt,2022,Eindhoven,Municipality,GM0772,314.0
people_in_debt,2023,Eindhoven,Municipality,GM0772,360.0
people_in_debt,2019,Elburg,Municipality,GM0230,250.0
people_in_debt,2020,Elburg,Municipality,GM0230,269.0
people_in_debt,2021,Elburg,Municipality,GM0230,287.0
people_in_debt,2022,Elburg,Municipality,GM0230,307.0
people_in_debt,2023,Elburg,Municipality,GM0230,345.0
people_in_debt,2019,Emmen,Municipality,GM0114,163.0
people_in_debt,2020,Emmen,Municipality,GM0114,174.0
people_in_debt,2021,Emmen,Municipality,GM0114,186.0
people_in_debt,2022,Emmen,Municipality,GM0114,208.0
people_in_debt,2023,Emmen,Municipality,GM0114,240.0
people_in_debt,2019,Enkhuizen,Municipality,GM0388,206.0
people_in_debt,2020,Enkhuizen,Municipality,GM0388,224.0
people_in_debt,2021,Enkhuizen,Municipality,GM0388,243.0
people_in_debt,2022,Enkhuizen,Municipality,GM0388,269.0
people_in_debt,2023,Enkhuizen,Municipality,GM0388,322.0
people_in_debt,2019,Enschede,Municipality,GM0153,182.0
people_in_debt,2020,Enschede,Municipality,GM0153,195.0
people_in_debt,2021,Enschede,Municipality,GM0153,210.0
people_in_debt,2022,Enschede,Municipality,GM0153,235.0
people_in_debt,2023,Enschede,Municipality,GM0153,285.0
people_in_debt,2019,Epe,Municipality,GM0232,291.0
people_in_debt,2020,Epe,Municipality,GM0232,314.0
people_in_debt,2021,Epe,Municipality,GM0232,325.0
people_in_debt,2022,Epe,Municipality,GM0232,356.0
people_in_debt,2023,Epe,Municipality,GM0232,441.0
people_in_debt,2019,Ermelo,Municipality,GM0233,304.0
people_in_debt,2020,Ermelo,Municipality,GM0233,321.0
people_in_debt,2021,Ermelo,Municipality,GM0233,342.0
people_in_debt,2022,Ermelo,Municipality,GM0233,369.0
people_in_debt,2023,Ermelo,Municipality,GM0233,429.0
people_in_debt,2019,Etten-Leur,Municipality,GM0777,256.0
people_in_debt,2020,Etten-Leur,Municipality,GM0777,272.0
people_in_debt,2021,Etten-Leur,Municipality,GM0777,288.0
people_in_debt,2022,Etten-Leur,Municipality,GM0777,311.0
people_in_debt,2023,Etten-Leur,Municipality,GM0777,343.0
people_in_debt,2019,De Fryske Marren,Municipality,GM1940,227.0
people_in_debt,2020,De Fryske Marren,Municipality,GM1940,239.0
people_in_debt,2021,De Fryske Marren,Municipality,GM1940,258.0
people_in_debt,2022,De Fryske Marren,Municipality,GM1940,284.0
people_in_debt,2023,De Fryske Marren,Municipality,GM1940,324.0
people_in_debt,2019,Geertruidenberg,Municipality,GM0779,230.0
people_in_debt,2020,Geertruidenberg,Municipality,GM0779,243.0
people_in_debt,2021,Geertruidenberg,Municipality,GM0779,267.0
people_in_debt,2022,Geertruidenberg,Municipality,GM0779,292.0
people_in_debt,2023,Geertruidenberg,Municipality,GM0779,328.0
people_in_debt,2019,Geldrop-Mierlo,Municipality,GM1771,259.0
people_in_debt,2020,Geldrop-Mierlo,Municipality,GM1771,279.0
people_in_debt,2021,Geldrop-Mierlo,Municipality,GM1771,298.0
people_in_debt,2022,Geldrop-Mierlo,Municipality,GM1771,329.0
people_in_debt,2023,Geldrop-Mierlo,Municipality,GM1771,379.0
people_in_debt,2019,Gemert-Bakel,Municipality,GM1652,274.0
people_in_debt,2020,Gemert-Bakel,Municipality,GM1652,301.0
people_in_debt,2021,Gemert-Bakel,Municipality,GM1652,309.0
people_in_debt,2022,Gemert-Bakel,Municipality,GM1652,340.0
people_in_debt,2023,Gemert-Bakel,Municipality,GM1652,386.0
people_in_debt,2019,Gennep,Municipality,GM0907,238.0
people_in_debt,2020,Gennep,Municipality,GM0907,255.0
people_in_debt,2021,Gennep,Municipality,GM0907,274.0
people_in_debt,2022,Gennep,Municipality,GM0907,290.0
people_in_debt,2023,Gennep,Municipality,GM0907,349.0
people_in_debt,2019,Gilze en Rijen,Municipality,GM0784,254.0
people_in_debt,2020,Gilze en Rijen,Municipality,GM0784,271.0
people_in_debt,2021,Gilze en Rijen,Municipality,GM0784,288.0
people_in_debt,2022,Gilze en Rijen,Municipality,GM0784,314.0
people_in_debt,2023,Gilze en Rijen,Municipality,GM0784,341.0
people_in_debt,2019,Goeree-Overflakkee,Municipality,GM1924,232.0
people_in_debt,2020,Goeree-Overflakkee,Municipality,GM1924,247.0
people_in_debt,2021,Goeree-Overflakkee,Municipality,GM1924,260.0
people_in_debt,2022,Goeree-Overflakkee,Municipality,GM1924,290.0
people_in_debt,2023,Goeree-Overflakkee,Municipality,GM1924,347.0
people_in_debt,2019,Goes,Municipality,GM0664,219.0
people_in_debt,2020,Goes,Municipality,GM0664,228.0
people_in_debt,2021,Goes,Municipality,GM0664,243.0
people_in_debt,2022,Goes,Municipality,GM0664,266.0
people_in_debt,2023,Goes,Municipality,GM0664,302.0
people_in_debt,2019,Goirle,Municipality,GM0785,276.0
people_in_debt,2020,Goirle,Municipality,GM0785,295.0
people_in_debt,2021,Goirle,Municipality,GM0785,319.0
people_in_debt,2022,Goirle,Municipality,GM0785,352.0
people_in_debt,2023,Goirle,Municipality,GM0785,411.0
people_in_debt,2019,Gooise Meren,Municipality,GM1942,398.0
people_in_debt,2020,Gooise Meren,Municipality,GM1942,431.0
people_in_debt,2021,Gooise Meren,Municipality,GM1942,460.0
people_in_debt,2022,Gooise Meren,Municipality,GM1942,503.0
people_in_debt,2023,Gooise Meren,Municipality,GM1942,557.0
people_in_debt,2019,Gorinchem,Municipality,GM0512,211.0
people_in_debt,2020,Gorinchem,Municipality,GM0512,225.0
people_in_debt,2021,Gorinchem,Municipality,GM0512,243.0
people_in_debt,2022,Gorinchem,Municipality,GM0512,261.0
people_in_debt,2023,Gorinchem,Municipality,GM0512,312.0
people_in_debt,2019,Gouda,Municipality,GM0513,206.0
people_in_debt,2020,Gouda,Municipality,GM0513,221.0
people_in_debt,2021,Gouda,Municipality,GM0513,244.0
people_in_debt,2022,Gouda,Municipality,GM0513,276.0
people_in_debt,2023,Gouda,Municipality,GM0513,323.0
people_in_debt,2019,Grave,Municipality,GM0786,226.0
people_in_debt,2020,Grave,Municipality,GM0786,239.0
people_in_debt,2021,Grave,Municipality,GM0786,256.0
people_in_debt,2022,Grave,Municipality,GM0786,
people_in_debt,2023,Grave,Municipality,GM0786,
people_in_debt,2019,'s-Gravenhage (gemeente),Municipality,GM0518,233.0
people_in_debt,2020,'s-Gravenhage (gemeente),Municipality,GM0518,262.0
people_in_debt,2021,'s-Gravenhage (gemeente),Municipality,GM0518,285.0
people_in_debt,2022,'s-Gravenhage (gemeente),Municipality,GM0518,311.0
people_in_debt,2023,'s-Gravenhage (gemeente),Municipality,GM0518,355.0
people_in_debt,2019,Groningen (gemeente),Municipality,GM0014,192.0
people_in_debt,2020,Groningen (gemeente),Municipality,GM0014,208.0
people_in_debt,2021,Groningen (gemeente),Municipality,GM0014,225.0
people_in_debt,2022,Groningen (gemeente),Municipality,GM0014,252.0
people_in_debt,2023,Groningen (gemeente),Municipality,GM0014,295.0
people_in_debt,2019,Gulpen-Wittem,Municipality,GM1729,229.0
people_in_debt,2020,Gulpen-Wittem,Municipality,GM1729,249.0
people_in_debt,2021,Gulpen-Wittem,Municipality,GM1729,271.0
people_in_debt,2022,Gulpen-Wittem,Municipality,GM1729,285.0
people_in_debt,2023,Gulpen-Wittem,Municipality,GM1729,331.0
people_in_debt,2019,Haaksbergen,Municipality,GM0158,239.0
people_in_debt,2020,Haaksbergen,Municipality,GM0158,252.0
people_in_debt,2021,Haaksbergen,Municipality,GM0158,269.0
people_in_debt,2022,Haaksbergen,Municipality,GM0158,302.0
people_in_debt,2023,Haaksbergen,Municipality,GM0158,357.0
people_in_debt,2019,Haaren,Municipality,GM0788,327.0
people_in_debt,2020,Haaren,Municipality,GM0788,343.0
people_in_debt,2021,Haaren,Municipality,GM0788,
people_in_debt,2022,Haaren,Municipality,GM0788,
people_in_debt,2023,Haaren,Municipality,GM0788,
people_in_debt,2019,Haarlem,Municipality,GM0392,325.0
people_in_debt,2020,Haarlem,Municipality,GM0392,356.0
people_in_debt,2021,Haarlem,Municipality,GM0392,380.0
people_in_debt,2022,Haarlem,Municipality,GM0392,417.0
people_in_debt,2023,Haarlem,Municipality,GM0392,480.0
people_in_debt,2019,Haarlemmermeer,Municipality,GM0394,296.0
people_in_debt,2020,Haarlemmermeer,Municipality,GM0394,334.0
people_in_debt,2021,Haarlemmermeer,Municipality,GM0394,365.0
people_in_debt,2022,Haarlemmermeer,Municipality,GM0394,397.0
people_in_debt,2023,Haarlemmermeer,Municipality,GM0394,472.0
people_in_debt,2019,Halderberge,Municipality,GM1655,250.0
people_in_debt,2020,Halderberge,Municipality,GM1655,263.0
people_in_debt,2021,Halderberge,Municipality,GM1655,281.0
people_in_debt,2022,Halderberge,Municipality,GM1655,302.0
people_in_debt,2023,Halderberge,Municipality,GM1655,339.0
people_in_debt,2019,Hardenberg,Municipality,GM0160,221.0
people_in_debt,2020,Hardenberg,Municipality,GM0160,229.0
people_in_debt,2021,Hardenberg,Municipality,GM0160,239.0
people_in_debt,2022,Hardenberg,Municipality,GM0160,273.0
people_in_debt,2023,Hardenberg,Municipality,GM0160,305.0
people_in_debt,2019,Harderwijk,Municipality,GM0243,258.0
people_in_debt,2020,Harderwijk,Municipality,GM0243,272.0
people_in_debt,2021,Harderwijk,Municipality,GM0243,291.0
people_in_debt,2022,Harderwijk,Municipality,GM0243,319.0
people_in_debt,2023,Harderwijk,Municipality,GM0243,382.0
people_in_debt,2019,Hardinxveld-Giessendam,Municipality,GM0523,240.0
people_in_debt,2020,Hardinxveld-Giessendam,Municipality,GM0523,254.0
people_in_debt,2021,Hardinxveld-Giessendam,Municipality,GM0523,267.0
people_in_debt,2022,Hardinxveld-Giessendam,Municipality,GM0523,290.0
people_in_debt,2023,Hardinxveld-Giessendam,Municipality,GM0523,335.0
people_in_debt,2019,Harlingen,Municipality,GM0072,168.0
people_in_debt,2020,Harlingen,Municipality,GM0072,179.0
people_in_debt,2021,Harlingen,Municipality,GM0072,190.0
people_in_debt,2022,Harlingen,Municipality,GM0072,208.0
people_in_debt,2023,Harlingen,Municipality,GM0072,238.0
people_in_debt,2019,Hattem,Municipality,GM0244,276.0
people_in_debt,2020,Hattem,Municipality,GM0244,295.0
people_in_debt,2021,Hattem,Municipality,GM0244,319.0
people_in_debt,2022,Hattem,Municipality,GM0244,349.0
people_in_debt,2023,Hattem,Municipality,GM0244,402.0
people_in_debt,2019,Heemskerk,Municipality,GM0396,259.0
people_in_debt,2020,Heemskerk,Municipality,GM0396,283.0
people_in_debt,2021,Heemskerk,Municipality,GM0396,307.0
people_in_debt,2022,Heemskerk,Municipality,GM0396,339.0
people_in_debt,2023,Heemskerk,Municipality,GM0396,403.0
people_in_debt,2019,Heemstede,Municipality,GM0397,475.0
people_in_debt,2020,Heemstede,Municipality,GM0397,519.0
people_in_debt,2021,Heemstede,Municipality,GM0397,548.0
people_in_debt,2022,Heemstede,Municipality,GM0397,593.0
people_in_debt,2023,Heemstede,Municipality,GM0397,677.0
people_in_debt,2019,Heerde,Municipality,GM0246,275.0
people_in_debt,2020,Heerde,Municipality,GM0246,293.0
people_in_debt,2021,Heerde,Municipality,GM0246,319.0
people_in_debt,2022,Heerde,Municipality,GM0246,340.0
people_in_debt,2023,Heerde,Municipality,GM0246,406.0
people_in_debt,2019,Heerenveen,Municipality,GM0074,213.0
people_in_debt,2020,Heerenveen,Municipality,GM0074,229.0
people_in_debt,2021,Heerenveen,Municipality,GM0074,246.0
people_in_debt,2022,Heerenveen,Municipality,GM0074,269.0
people_in_debt,2023,Heerenveen,Municipality,GM0074,315.0
people_in_debt,2019,Heerhugowaard,Municipality,GM0398,228.0
people_in_debt,2020,Heerhugowaard,Municipality,GM0398,251.0
people_in_debt,2021,Heerhugowaard,Municipality,GM0398,270.0
people_in_debt,2022,Heerhugowaard,Municipality,GM0398,
people_in_debt,2023,Heerhugowaard,Municipality,GM0398,
people_in_debt,2019,Heerlen,Municipality,GM0917,138.0
people_in_debt,2020,Heerlen,Municipality,GM0917,150.0
people_in_debt,2021,Heerlen,Municipality,GM0917,159.0
people_in_debt,2022,Heerlen,Municipality,GM0917,171.0
people_in_debt,2023,Heerlen,Municipality,GM0917,203.0
people_in_debt,2019,Heeze-Leende,Municipality,GM1658,343.0
people_in_debt,2020,Heeze-Leende,Municipality,GM1658,361.0
people_in_debt,2021,Heeze-Leende,Municipality,GM1658,380.0
people_in_debt,2022,Heeze-Leende,Municipality,GM1658,412.0
people_in_debt,2023,Heeze-Leende,Municipality,GM1658,458.0
people_in_debt,2019,Heiloo,Municipality,GM0399,337.0
people_in_debt,2020,Heiloo,Municipality,GM0399,359.0
people_in_debt,2021,Heiloo,Municipality,GM0399,385.0
people_in_debt,2022,Heiloo,Municipality,GM0399,420.0
people_in_debt,2023,Heiloo,Municipality,GM0399,507.0
people_in_debt,2019,Den Helder,Municipality,GM0400,153.0
people_in_debt,2020,Den Helder,Municipality,GM0400,161.0
people_in_debt,2021,Den Helder,Municipality,GM0400,171.0
people_in_debt,2022,Den Helder,Municipality,GM0400,185.0
people_in_debt,2023,Den Helder,Municipality,GM0400,223.0
people_in_debt,2019,Hellendoorn,Municipality,GM0163,248.0
people_in_debt,2020,Hellendoorn,Municipality,GM0163,263.0
people_in_debt,2021,Hellendoorn,Municipality,GM0163,283.0
people_in_debt,2022,Hellendoorn,Municipality,GM0163,328.0
people_in_debt,2023,Hellendoorn,Municipality,GM0163,363.0
people_in_debt,2019,Hellevoetsluis,Municipality,GM0530,213.0
people_in_debt,2020,Hellevoetsluis,Municipality,GM0530,230.0
people_in_debt,2021,Hellevoetsluis,Municipality,GM0530,245.0
people_in_debt,2022,Hellevoetsluis,Municipality,GM0530,271.0
people_in_debt,2023,Hellevoetsluis,Municipality,GM0530,
people_in_debt,2019,Helmond,Municipality,GM0794,215.0
people_in_debt,2020,Helmond,Municipality,GM0794,231.0
people_in_debt,2021,Helmond,Municipality,GM0794,245.0
people_in_debt,2022,Helmond,Municipality,GM0794,275.0
people_in_debt,2023,Helmond,Municipality,GM0794,312.0
people_in_debt,2019,Hendrik-Ido-Ambacht,Municipality,GM0531,254.0
people_in_debt,2020,Hendrik-Ido-Ambacht,Municipality,GM0531,281.0
people_in_debt,2021,Hendrik-Ido-Ambacht,Municipality,GM0531,308.0
people_in_debt,2022,Hendrik-Ido-Ambacht,Municipality,GM0531,333.0
people_in_debt,2023,Hendrik-Ido-Ambacht,Municipality,GM0531,398.0
people_in_debt,2019,Hengelo (O.),Municipality,GM0164,188.0
people_in_debt,2020,Hengelo (O.),Municipality,GM0164,202.0
people_in_debt,2021,Hengelo (O.),Municipality,GM0164,221.0
people_in_debt,2022,Hengelo (O.),Municipality,GM0164,243.0
people_in_debt,2023,Hengelo (O.),Municipality,GM0164,292.0
people_in_debt,2019,'s-Hertogenbosch,Municipality,GM0796,281.0
people_in_debt,2020,'s-Hertogenbosch,Municipality,GM0796,298.0
people_in_debt,2021,'s-Hertogenbosch,Municipality,GM0796,318.0
people_in_debt,2022,'s-Hertogenbosch,Municipality,GM0796,341.0
people_in_debt,2023,'s-Hertogenbosch,Municipality,GM0796,398.0
people_in_debt,2019,Heumen,Municipality,GM0252,283.0
people_in_debt,2020,Heumen,Municipality,GM0252,306.0
people_in_debt,2021,Heumen,Municipality,GM0252,319.0
people_in_debt,2022,Heumen,Municipality,GM0252,351.0
people_in_debt,2023,Heumen,Municipality,GM0252,396.0
people_in_debt,2019,Heusden,Municipality,GM0797,278.0
people_in_debt,2020,Heusden,Municipality,GM0797,293.0
people_in_debt,2021,Heusden,Municipality,GM0797,311.0
people_in_debt,2022,Heusden,Municipality,GM0797,344.0
people_in_debt,2023,Heusden,Municipality,GM0797,407.0
people_in_debt,2019,Hillegom,Municipality,GM0534,260.0
people_in_debt,2020,Hillegom,Municipality,GM0534,292.0
people_in_debt,2021,Hillegom,Municipality,GM0534,319.0
people_in_debt,2022,Hillegom,Municipality,GM0534,346.0
people_in_debt,2023,Hillegom,Municipality,GM0534,403.0
people_in_debt,2019,Hilvarenbeek,Municipality,GM0798,316.0
people_in_debt,2020,Hilvarenbeek,Municipality,GM0798,335.0
people_in_debt,2021,Hilvarenbeek,Municipality,GM0798,355.0
people_in_debt,2022,Hilvarenbeek,Municipality,GM0798,389.0
people_in_debt,2023,Hilvarenbeek,Municipality,GM0798,454.0
people_in_debt,2019,Hilversum,Municipality,GM0402,315.0
people_in_debt,2020,Hilversum,Municipality,GM0402,335.0
people_in_debt,2021,Hilversum,Municipality,GM0402,358.0
people_in_debt,2022,Hilversum,Municipality,GM0402,398.0
people_in_debt,2023,Hilversum,Municipality,GM0402,454.0
people_in_debt,2019,Hoeksche Waard,Municipality,GM1963,248.0
people_in_debt,2020,Hoeksche Waard,Municipality,GM1963,266.0
people_in_debt,2021,Hoeksche Waard,Municipality,GM1963,281.0
people_in_debt,2022,Hoeksche Waard,Municipality,GM1963,309.0
people_in_debt,2023,Hoeksche Waard,Municipality,GM1963,361.0
people_in_debt,2019,Hof van Twente,Municipality,GM1735,257.0
people_in_debt,2020,Hof van Twente,Municipality,GM1735,267.0
people_in_debt,2021,Hof van Twente,Municipality,GM1735,281.0
people_in_debt,2022,Hof van Twente,Municipality,GM1735,307.0
people_in_debt,2023,Hof van Twente,Municipality,GM1735,344.0
people_in_debt,2019,Het Hogeland,Municipality,GM1966,170.0
people_in_debt,2020,Het Hogeland,Municipality,GM1966,180.0
people_in_debt,2021,Het Hogeland,Municipality,GM1966,191.0
people_in_debt,2022,Het Hogeland,Municipality,GM1966,214.0
people_in_debt,2023,Het Hogeland,Municipality,GM1966,251.0
people_in_debt,2019,Hollands Kroon,Municipality,GM1911,225.0
people_in_debt,2020,Hollands Kroon,Municipality,GM1911,233.0
people_in_debt,2021,Hollands Kroon,Municipality,GM1911,256.0
people_in_debt,2022,Hollands Kroon,Municipality,GM1911,290.0
people_in_debt,2023,Hollands Kroon,Municipality,GM1911,332.0
people_in_debt,2019,Hoogeveen,Municipality,GM0118,178.0
people_in_debt,2020,Hoogeveen,Municipality,GM0118,189.0
people_in_debt,2021,Hoogeveen,Municipality,GM0118,202.0
people_in_debt,2022,Hoogeveen,Municipality,GM0118,221.0
people_in_debt,2023,Hoogeveen,Municipality,GM0118,256.0
people_in_debt,2019,Hoorn,Municipality,GM0405,212.0
people_in_debt,2020,Hoorn,Municipality,GM0405,234.0
people_in_debt,2021,Hoorn,Municipality,GM0405,256.0
people_in_debt,2022,Hoorn,Municipality,GM0405,288.0
people_in_debt,2023,Hoorn,Municipality,GM0405,331.0
people_in_debt,2019,Horst aan de Maas,Municipality,GM1507,255.0
people_in_debt,2020,Horst aan de Maas,Municipality,GM1507,265.0
people_in_debt,2021,Horst aan de Maas,Municipality,GM1507,279.0
people_in_debt,2022,Horst aan de Maas,Municipality,GM1507,295.0
people_in_debt,2023,Horst aan de Maas,Municipality,GM1507,324.0
people_in_debt,2019,Houten,Municipality,GM0321,323.0
people_in_debt,2020,Houten,Municipality,GM0321,351.0
people_in_debt,2021,Houten,Municipality,GM0321,378.0
people_in_debt,2022,Houten,Municipality,GM0321,418.0
people_in_debt,2023,Houten,Municipality,GM0321,504.0
people_in_debt,2019,Huizen,Municipality,GM0406,306.0
people_in_debt,2020,Huizen,Municipality,GM0406,330.0
people_in_debt,2021,Huizen,Municipality,GM0406,355.0
people_in_debt,2022,Huizen,Municipality,GM0406,392.0
people_in_debt,2023,Huizen,Municipality,GM0406,449.0
people_in_debt,2019,Hulst,Municipality,GM0677,209.0
people_in_debt,2020,Hulst,Municipality,GM0677,217.0
people_in_debt,2021,Hulst,Municipality,GM0677,227.0
people_in_debt,2022,Hulst,Municipality,GM0677,246.0
people_in_debt,2023,Hulst,Municipality,GM0677,277.0
people_in_debt,2019,IJsselstein,Municipality,GM0353,264.0
people_in_debt,2020,IJsselstein,Municipality,GM0353,289.0
people_in_debt,2021,IJsselstein,Municipality,GM0353,315.0
people_in_debt,2022,IJsselstein,Municipality,GM0353,346.0
people_in_debt,2023,IJsselstein,Municipality,GM0353,402.0
people_in_debt,2019,Kaag en Braassem,Municipality,GM1884,298.0
people_in_debt,2020,Kaag en Braassem,Municipality,GM1884,325.0
people_in_debt,2021,Kaag en Braassem,Municipality,GM1884,347.0
people_in_debt,2022,Kaag en Braassem,Municipality,GM1884,379.0
people_in_debt,2023,Kaag en Braassem,Municipality,GM1884,448.0
people_in_debt,2019,Kampen,Municipality,GM0166,220.0
people_in_debt,2020,Kampen,Municipality,GM0166,234.0
people_in_debt,2021,Kampen,Municipality,GM0166,250.0
people_in_debt,2022,Kampen,Municipality,GM0166,275.0
people_in_debt,2023,Kampen,Municipality,GM0166,314.0
people_in_debt,2019,Kapelle,Municipality,GM0678,241.0
people_in_debt,2020,Kapelle,Municipality,GM0678,251.0
people_in_debt,2021,Kapelle,Municipality,GM0678,265.0
people_in_debt,2022,Kapelle,Municipality,GM0678,291.0
people_in_debt,2023,Kapelle,Municipality,GM0678,332.0
people_in_debt,2019,Katwijk,Municipality,GM0537,288.0
people_in_debt,2020,Katwijk,Municipality,GM0537,319.0
people_in_debt,2021,Katwijk,Municipality,GM0537,337.0
people_in_debt,2022,Katwijk,Municipality,GM0537,364.0
people_in_debt,2023,Katwijk,Municipality,GM0537,419.0
people_in_debt,2019,Kerkrade,Municipality,GM0928,142.0
people_in_debt,2020,Kerkrade,Municipality,GM0928,153.0
people_in_debt,2021,Kerkrade,Municipality,GM0928,163.0
people_in_debt,2022,Kerkrade,Municipality,GM0928,171.0
people_in_debt,2023,Kerkrade,Municipality,GM0928,200.0
people_in_debt,2019,Koggenland,Municipality,GM1598,260.0
people_in_debt,2020,Koggenland,Municipality,GM1598,275.0
people_in_debt,2021,Koggenland,Municipality,GM1598,298.0
people_in_debt,2022,Koggenland,Municipality,GM1598,332.0
people_in_debt,2023,Koggenland,Municipality,GM1598,378.0
people_in_debt,2019,Krimpen aan den IJssel,Municipality,GM0542,245.0
people_in_debt,2020,Krimpen aan den IJssel,Municipality,GM0542,265.0
people_in_debt,2021,Krimpen aan den IJssel,Municipality,GM0542,289.0
people_in_debt,2022,Krimpen aan den IJssel,Municipality,GM0542,316.0
people_in_debt,2023,Krimpen aan den IJssel,Municipality,GM0542,354.0
people_in_debt,2019,Krimpenerwaard,Municipality,GM1931,258.0
people_in_debt,2020,Krimpenerwaard,Municipality,GM1931,275.0
people_in_debt,2021,Krimpenerwaard,Municipality,GM1931,295.0
people_in_debt,2022,Krimpenerwaard,Municipality,GM1931,331.0
people_in_debt,2023,Krimpenerwaard,Municipality,GM1931,388.0
people_in_debt,2019,Laarbeek,Municipality,GM1659,276.0
people_in_debt,2020,Laarbeek,Municipality,GM1659,298.0
people_in_debt,2021,Laarbeek,Municipality,GM1659,306.0
people_in_debt,2022,Laarbeek,Municipality,GM1659,340.0
people_in_debt,2023,Laarbeek,Municipality,GM1659,395.0
people_in_debt,2019,Land van Cuijk,Municipality,GM1982,
people_in_debt,2020,Land van Cuijk,Municipality,GM1982,
people_in_debt,2021,Land van Cuijk,Municipality,GM1982,
people_in_debt,2022,Land van Cuijk,Municipality,GM1982,302.0
people_in_debt,2023,Land van Cuijk,Municipality,GM1982,346.0
people_in_debt,2019,Landerd,Municipality,GM1685,306.0
people_in_debt,2020,Landerd,Municipality,GM1685,331.0
people_in_debt,2021,Landerd,Municipality,GM1685,337.0
people_in_debt,2022,Landerd,Municipality,GM1685,
people_in_debt,2023,Landerd,Municipality,GM1685,
people_in_debt,2019,Landgraaf,Municipality,GM0882,171.0
people_in_debt,2020,Landgraaf,Municipality,GM0882,184.0
people_in_debt,2021,Landgraaf,Municipality,GM0882,197.0
people_in_debt,2022,Landgraaf,Municipality,GM0882,212.0
people_in_debt,2023,Landgraaf,Municipality,GM0882,249.0
people_in_debt,2019,Landsmeer,Municipality,GM0415,401.0
people_in_debt,2020,Landsmeer,Municipality,GM0415,443.0
people_in_debt,2021,Landsmeer,Municipality,GM0415,459.0
people_in_debt,2022,Landsmeer,Municipality,GM0415,492.0
people_in_debt,2023,Landsmeer,Municipality,GM0415,581.0
people_in_debt,2019,Langedijk,Municipality,GM0416,271.0
people_in_debt,2020,Langedijk,Municipality,GM0416,293.0
people_in_debt,2021,Langedijk,Municipality,GM0416,311.0
people_in_debt,2022,Langedijk,Municipality,GM0416,
people_in_debt,2023,Langedijk,Municipality,GM0416,
people_in_debt,2019,Lansingerland,Municipality,GM1621,326.0
people_in_debt,2020,Lansingerland,Municipality,GM1621,355.0
people_in_debt,2021,Lansingerland,Municipality,GM1621,380.0
people_in_debt,2022,Lansingerland,Municipality,GM1621,410.0
