ID,Leeftijd,Perioden,KinderenMetKansOpArmoede_2,KinderenMetKansOpArmoedeRelatief_3,Key,Title,Description
3101,41300,2021JJ00,,,GM0571,Nieuw-Lekkerland,"Opgeheven per 01-01-2013
Begindatum voor 1830"
3112,41300,2021JJ00,0.4,4.7,GM0267,Nijkerk,"Gemeentelijke herindeling per 01-01-2000
Begindatum voor 1830"
3123,41300,2021JJ00,3.5,12.7,GM0268,Nijmegen,Begindatum voor 1830
3134,41300,2021JJ00,2.0,12.8,GM1930,Nissewaard,Ontstaan per 01-01-2015
3145,41300,2021JJ00,0.7,7.4,GM1970,Noardeast-Fryslân,Ontstaan per 01-01-2019
3156,41300,2021JJ00,0.1,7.5,GM1695,Noord-Beveland,Ontstaan per 01-01-1995
3167,41300,2021JJ00,0.4,7.0,GM1699,Noordenveld,Ontstaan per 01-01-1998
3178,41300,2021JJ00,0.8,8.3,GM0171,Noordoostpolder,"Provinciale wijziging per 01-01-1986
Naamswijziging per 01-07-1962"
3189,41300,2021JJ00,0.4,5.3,GM0575,Noordwijk,"Gemeentelijke herindeling per 01-01-2019
Begindatum voor 1830"
3200,41300,2021JJ00,,,GM0576,Noordwijkerhout,"Opgeheven per 01-01-2019
Begindatum voor 1830"
3211,41300,2021JJ00,0.3,6.1,GM0820,"Nuenen, Gerwen en Nederwetten",Begindatum voor 1830
3222,41300,2021JJ00,0.3,4.9,GM0302,Nunspeet,Ontstaan per 01-01-1972
3233,41300,2021JJ00,,,GM0951,Nuth,"Opgeheven per 01-01-2019
Begindatum 02-01-1839"
3244,41300,2021JJ00,0.3,4.7,GM0579,Oegstgeest,Begindatum voor 1830
3255,41300,2021JJ00,0.1,4.5,GM0823,Oirschot,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
3266,41300,2021JJ00,0.3,4.6,GM0824,Oisterwijk,"Gemeentelijke herindeling per 01-01-2021
Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
3277,41300,2021JJ00,0.8,13.3,GM1895,Oldambt,Ontstaan per 01-01-2010
3288,41300,2021JJ00,0.3,4.9,GM0269,Oldebroek,Begindatum voor 1830
3299,41300,2021JJ00,0.4,7.0,GM0173,Oldenzaal,Begindatum voor 1830
3310,41300,2021JJ00,0.2,5.6,GM1773,Olst-Wijhe,Naamswijziging per 26-03-2002
3321,41300,2021JJ00,0.2,6.7,GM0175,Ommen,Begindatum 01-05-1923
3332,41300,2021JJ00,,,GM0881,Onderbanken,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1982"
3343,41300,2021JJ00,0.2,4.5,GM1586,Oost Gelre,Naamswijziging per 19-05-2006
3354,41300,2021JJ00,0.9,9.3,GM0826,Oosterhout,Begindatum voor 1830
3365,41300,2021JJ00,,,GM0580,Oostflakkee,"Opgeheven per 01-01-2013
Ontstaan per 01-01-1966"
3376,41300,2021JJ00,0.4,8.6,GM0085,Ooststellingwerf,Begindatum voor 1830
3387,41300,2021JJ00,0.1,6.3,GM0431,Oostzaan,Begindatum voor 1830
3398,41300,2021JJ00,0.1,4.7,GM0432,Opmeer,Begindatum voor 1830
3409,41300,2021JJ00,0.4,6.9,GM0086,Opsterland,Begindatum voor 1830
3420,41300,2021JJ00,1.4,8.6,GM0828,Oss,"Gemeentelijke herindeling per 01-01-2015
Gemeentelijke herindeling per 01-01-2011
Gemeentelijke herindeling per 01-01-2003
Gemeentelijke herindeling per 01-01-1994
Begindatum voor 1830"
3431,41300,2021JJ00,,,GM0584,Oud-Beijerland,"Opgeheven per 01-01-2019
Begindatum voor 1830"
3442,41300,2021JJ00,0.5,8.2,GM1509,Oude IJsselstreek,Ontstaan per 01-01-2005
3453,41300,2021JJ00,0.2,6.5,GM0437,Ouder-Amstel,Begindatum voor 1830
3464,41300,2021JJ00,,,GM0644,Ouderkerk,"Opgeheven per 01-01-2015
Ontstaan per 01-01-1985"
3475,41300,2021JJ00,0.1,7.0,GM0589,Oudewater,"Provinciale wijziging per 01-09-1970
Begindatum voor 1830"
3486,41300,2021JJ00,0.5,5.2,GM1734,Overbetuwe,Ontstaan per 01-01-2001
3497,41300,2021JJ00,0.5,8.4,GM0590,Papendrecht,Begindatum voor 1830
3508,41300,2021JJ00,0.4,5.8,GM1894,Peel en Maas,Ontstaan per 01-01-2010
3519,41300,2021JJ00,0.3,15.6,GM0765,Pekela,Ontstaan per 01-01-1990
3530,41300,2021JJ00,0.6,4.6,GM1926,Pijnacker-Nootdorp,Ontstaan per 01-01-2002
3541,41300,2021JJ00,1.4,9.6,GM0439,Purmerend,"Gemeentelijke herindeling per 01-01-2022
Begindatum voor 1830"
3552,41300,2021JJ00,0.3,5.3,GM0273,Putten,Begindatum voor 1830
3563,41300,2021JJ00,0.4,5.1,GM0177,Raalte,"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
3574,41300,2021JJ00,0.3,5.0,GM0703,Reimerswaal,Ontstaan per 01-01-1970
3585,41300,2021JJ00,0.4,8.0,GM0274,Renkum,Begindatum voor 1830
3596,41300,2021JJ00,0.0,2.7,GM0339,Renswoude,Begindatum voor 1830
3607,41300,2021JJ00,0.1,4.6,GM1667,Reusel-De Mierden,Ontstaan per 01-01-1997
3618,41300,2021JJ00,0.8,11.4,GM0275,Rheden,Begindatum voor 1830
3629,41300,2021JJ00,0.2,5.3,GM0340,Rhenen,Begindatum voor 1830
3640,41300,2021JJ00,0.9,11.0,GM0597,Ridderkerk,Begindatum voor 1830
3651,41300,2021JJ00,,,GM0196,Rijnwaarden,"Opgeheven per 01-01-2018
Ontstaan per 01-01-1985"
3662,41300,2021JJ00,,,GM1672,Rijnwoude,"Opgeheven per 01-01-2014
Naamswijziging per 01-01-1993"
3673,41300,2021JJ00,0.4,4.3,GM1742,Rijssen-Holten,Naamswijziging per 15-03-2003
3684,41300,2021JJ00,1.4,13.8,GM0603,Rijswijk (ZH.),Begindatum voor 1830
3695,41300,2021JJ00,0.2,8.1,GM1669,Roerdalen,"Gemeentelijke herindeling per 01-01-2007
Naamswijziging per 01-01-1993"
3706,41300,2021JJ00,1.3,12.9,GM0957,Roermond,"Gemeentelijke herindeling per 01-01-2007
Gemeentelijke herindeling per 01-01-1991
Begindatum 02-01-1839"
3717,41300,2021JJ00,0.5,6.1,GM0736,De Ronde Venen,"Gemeentelijke herindeling per 01-01-2011
Ontstaan per 01-01-1989"
3728,41300,2021JJ00,1.5,11.4,GM1674,Roosendaal,Ontstaan per 01-01-1997
3739,41300,2021JJ00,22.3,19.8,GM0599,Rotterdam,Begindatum voor 1830
3750,41300,2021JJ00,0.0,2.0,GM0277,Rozendaal,Begindatum voor 1830
3761,41300,2021JJ00,0.3,8.4,GM0840,Rucphen,Begindatum voor 1830
3772,41300,2021JJ00,0.4,5.3,GM0441,Schagen,"Gemeentelijke herindeling per 01-01-2013
Begindatum voor 1830"
3783,41300,2021JJ00,,,GM0458,Schermer,"Opgeheven per 01-01-2015
Ontstaan per 01-08-1970"
3794,41300,2021JJ00,0.1,4.7,GM0279,Scherpenzeel,Begindatum voor 1830
3805,41300,2021JJ00,2.0,14.4,GM0606,Schiedam,Begindatum voor 1830
3816,41300,2021JJ00,0.0,6.3,GM0088,Schiermonnikoog,Begindatum voor 1830
3827,41300,2021JJ00,,,GM0844,Schijndel,"Opgeheven per 01-01-2017
Begindatum voor 1830"
3838,41300,2021JJ00,,,GM0962,Schinnen,"Opgeheven per 01-01-2019
Begindatum 02-01-1839"
3849,41300,2021JJ00,,,GM0608,Schoonhoven,"Opgeheven per 01-01-2015
Begindatum voor 1830"
3860,41300,2021JJ00,0.4,7.0,GM1676,Schouwen-Duiveland,Ontstaan per 01-01-1997
3871,41300,2021JJ00,0.1,8.5,GM0965,Simpelveld,Begindatum 02-01-1839
3882,41300,2021JJ00,0.1,4.2,GM1702,Sint Anthonis,"Opgeheven per 01-01-2022
Naamswijziging per 04-07-1995"
3893,41300,2021JJ00,0.2,3.6,GM0845,Sint-Michielsgestel,"Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
3904,41300,2021JJ00,,,GM0846,Sint-Oedenrode,"Opgeheven per 01-01-2017
Begindatum voor 1830"
3915,41300,2021JJ00,1.7,13.0,GM1883,Sittard-Geleen,Ontstaan per 01-01-2001
3926,41300,2021JJ00,,,GM0051,Skarsterlân,"Opgeheven per 01-01-2014
Naamswijziging per 01-03-1985"
3937,41300,2021JJ00,0.4,8.4,GM0610,Sliedrecht,Begindatum voor 1830
3948,41300,2021JJ00,,,GM0040,Slochteren,"Opgeheven per 01-01-2018
Begindatum voor 1830"
3959,41300,2021JJ00,0.2,7.1,GM1714,Sluis,Ontstaan per 01-01-2003
3970,41300,2021JJ00,1.1,10.3,GM0090,Smallingerland,Begindatum voor 1830
3981,41300,2021JJ00,0.7,7.5,GM0342,Soest,Begindatum voor 1830
3992,41300,2021JJ00,0.2,6.1,GM0847,Someren,Begindatum voor 1830
4003,41300,2021JJ00,0.2,5.2,GM0848,Son en Breugel,Begindatum voor 1830
4014,41300,2021JJ00,,,GM0612,Spijkenisse,"Opgeheven per 01-01-2015
Begindatum voor 1830"
4025,41300,2021JJ00,0.6,12.0,GM0037,Stadskanaal,Ontstaan per 01-01-1969
4036,41300,2021JJ00,0.1,2.8,GM0180,Staphorst,Begindatum voor 1830
4047,41300,2021JJ00,0.3,7.6,GM0532,Stede Broec,Ontstaan per 01-01-1979
4058,41300,2021JJ00,0.3,7.4,GM0851,Steenbergen,"Gemeentelijke herindeling per 01-01-1997
Naamswijziging per 25-06-1962"
4069,41300,2021JJ00,0.6,7.0,GM1708,Steenwijkerland,Naamswijziging per 01-01-2003
4080,41300,2021JJ00,0.3,7.8,GM0971,Stein (L.),Begindatum 02-01-1839
4091,41300,2021JJ00,0.7,5.3,GM1904,Stichtse Vecht,Ontstaan per 01-01-2011
4102,41300,2021JJ00,,,GM0617,Strijen,"Opgeheven per 01-01-2019
Begindatum voor 1830"
4113,41300,2021JJ00,1.4,8.3,GM1900,Súdwest-Fryslân,"Gemeentelijke herindeling per 01-01-2018
Ontstaan per 01-01-2011"
4124,41300,2021JJ00,0.9,10.0,GM0715,Terneuzen,"Gemeentelijke herindeling per 01-01-2003
Begindatum voor 1830"
4135,41300,2021JJ00,0.0,3.4,GM0093,Terschelling,"Provinciale wijziging per 01-09-1942
Begindatum voor 1830"
4146,41300,2021JJ00,0.2,7.7,GM0448,Texel,Begindatum voor 1830
4157,41300,2021JJ00,0.3,4.1,GM1525,Teylingen,Ontstaan per 01-01-2006
4168,41300,2021JJ00,0.3,5.2,GM0716,Tholen,"Gemeentelijke herindeling per 01-01-1995
Begindatum voor 1830"
4179,41300,2021JJ00,0.8,10.4,GM0281,Tiel,Begindatum voor 1830
4190,41300,2021JJ00,4.8,12.8,GM0855,Tilburg,"Gemeentelijke herindeling per 01-01-2021
Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
4201,41300,2021JJ00,0.1,3.2,GM0183,Tubbergen,Begindatum voor 1830
4212,41300,2021JJ00,0.4,6.0,GM1700,Twenterand,Naamswijziging per 01-06-2002
4223,41300,2021JJ00,0.3,4.7,GM1730,Tynaarlo,Naamswijziging per 01-12-1999
4234,41300,2021JJ00,0.4,5.9,GM0737,Tytsjerksteradiel,Naamswijziging per 01-01-1989
4245,41300,2021JJ00,,,GM0282,Ubbergen,"Opgeheven per 01-01-2015
Begindatum voor 1830"
4256,41300,2021JJ00,0.6,7.6,GM0856,Uden,"Opgeheven per 01-01-2022
Begindatum voor 1830"
4267,41300,2021JJ00,0.1,5.2,GM0450,Uitgeest,Begindatum voor 1830
4278,41300,2021JJ00,0.5,8.9,GM0451,Uithoorn,Begindatum voor 1830
4289,41300,2021JJ00,0.2,3.3,GM0184,Urk,"Provinciale wijziging per 01-01-1986
Begindatum voor 1830"
4300,41300,2021JJ00,7.1,10.4,GM0344,Utrecht (gemeente),"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
4311,41300,2021JJ00,0.5,5.6,GM1581,Utrechtse Heuvelrug,Ontstaan per 01-01-2006
4322,41300,2021JJ00,0.1,11.7,GM0981,Vaals,Begindatum 02-01-1839
4333,41300,2021JJ00,0.2,7.9,GM0994,Valkenburg aan de Geul,Ontstaan per 01-01-1982
4344,41300,2021JJ00,0.4,7.4,GM0858,Valkenswaard,Begindatum voor 1830
4355,41300,2021JJ00,0.6,12.7,GM0047,Veendam,Begindatum voor 1830
4366,41300,2021JJ00,1.1,7.8,GM0345,Veenendaal,Begindatum voor 1830
4377,41300,2021JJ00,0.1,3.7,GM0717,Veere,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
4388,41300,2021JJ00,,,GM0860,Veghel,"Opgeheven per 01-01-2017
Gemeentelijke herindeling per 01-01-1994
Begindatum voor 1830"
4399,41300,2021JJ00,0.5,5.9,GM0861,Veldhoven,Naamswijziging per 01-05-1921
4410,41300,2021JJ00,1.2,10.1,GM0453,Velsen,Begindatum voor 1830
4421,41300,2021JJ00,2.1,12.2,GM0983,Venlo,"Gemeentelijke herindeling per 01-01-2010
Gemeentelijke herindeling per 01-01-2001
Begindatum 02-01-1839"
4432,41300,2021JJ00,0.6,8.6,GM0984,Venray,Begindatum 02-01-1839
4443,41300,2021JJ00,,,GM0620,Vianen,"Opgeheven per 01-01-2019
Provinciale wijziging per 01-01-2002
Begindatum voor 1830"
4454,41300,2021JJ00,0.8,6.8,GM1961,Vijfheerenlanden,"Provinciale wijziging per 01-01-2019
Ontstaan per 01-01-2019"
4465,41300,2021JJ00,2.0,15.2,GM0622,Vlaardingen,Begindatum voor 1830
4476,41300,2021JJ00,,,GM0048,Vlagtwedde,"Opgeheven per 01-01-2018
Begindatum voor 1830"
4487,41300,2021JJ00,0.0,6.3,GM0096,Vlieland,"Provinciale wijziging per 01-09-1942
Begindatum voor 1830"
4498,41300,2021JJ00,1.0,13.5,GM0718,Vlissingen,Begindatum voor 1830
4509,41300,2021JJ00,,,GM0623,Vlist,"Opgeheven per 01-01-2015
Begindatum voor 1830"
4520,41300,2021JJ00,0.2,8.3,GM0986,Voerendaal,Begindatum 02-01-1839
4531,41300,2021JJ00,0.3,5.9,GM0626,Voorschoten,Begindatum voor 1830
4542,41300,2021JJ00,0.2,3.3,GM0285,Voorst,Begindatum voor 1830
4553,41300,2021JJ00,0.3,4.2,GM0865,Vught,"Gemeentelijke herindeling per 01-01-2021
Begindatum voor 1830"
4564,41300,2021JJ00,0.6,7.5,GM1949,Waadhoeke,Ontstaan per 01-01-2018
4575,41300,2021JJ00,0.2,5.2,GM0866,Waalre,Begindatum voor 1830
4586,41300,2021JJ00,0.6,7.4,GM0867,Waalwijk,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
4597,41300,2021JJ00,0.4,5.8,GM0627,Waddinxveen,Begindatum 01-07-1870
4608,41300,2021JJ00,0.5,9.1,GM0289,Wageningen,Begindatum voor 1830
4619,41300,2021JJ00,0.4,7.8,GM0629,Wassenaar,Begindatum voor 1830
4630,41300,2021JJ00,0.2,6.4,GM0852,Waterland,Ontstaan per 01-01-1991
4641,41300,2021JJ00,0.7,9.0,GM0988,Weert,"Gemeentelijke herindeling per 01-01-1998
Begindatum 02-01-1839"
4652,41300,2021JJ00,0.3,7.7,GM0457,Weesp,"Opgeheven per 24-03-2022
Begindatum voor 1830"
4663,41300,2021JJ00,,,GM0870,Werkendam,"Opgeheven per 01-01-2019
Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
4674,41300,2021JJ00,0.5,4.3,GM1960,West Betuwe,Ontstaan per 01-01-2019
4685,41300,2021JJ00,0.2,5.7,GM0668,West Maas en Waal,Naamswijziging per 01-07-1985
4696,41300,2021JJ00,0.7,5.5,GM1969,Westerkwartier,Ontstaan per 01-01-2019
4707,41300,2021JJ00,0.2,5.6,GM1701,Westerveld,Ontstaan per 01-01-1998
4718,41300,2021JJ00,0.3,11.2,GM0293,Westervoort,Begindatum voor 1830
4729,41300,2021JJ00,0.4,11.2,GM1950,Westerwolde,Ontstaan per 01-01-2018
4740,41300,2021JJ00,1.3,5.7,GM1783,Westland,Ontstaan per 01-01-2004
4751,41300,2021JJ00,0.3,7.1,GM0098,Weststellingwerf,Begindatum voor 1830
4762,41300,2021JJ00,0.2,7.1,GM0614,Westvoorne,"Opgeheven per 01-01-2023
Ontstaan per 01-01-1980"
4773,41300,2021JJ00,0.2,3.4,GM0189,Wierden,Begindatum voor 1830
4784,41300,2021JJ00,,,GM0462,Wieringen,"Opgeheven per 01-01-2012
Begindatum voor 1830"
4795,41300,2021JJ00,,,GM0463,Wieringermeer,"Opgeheven per 01-01-2012
Ontstaan per 01-01-1938"
4806,41300,2021JJ00,0.5,7.0,GM0296,Wijchen,Begindatum voor 1830
4817,41300,2021JJ00,0.2,4.5,GM1696,Wijdemeren,Ontstaan per 01-01-2002
4828,41300,2021JJ00,0.3,5.9,GM0352,Wijk bij Duurstede,"Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
4839,41300,2021JJ00,,,GM0053,Winsum,"Opgeheven per 01-01-2019
Begindatum voor 1830"
4850,41300,2021JJ00,0.3,7.0,GM0294,Winterswijk,Begindatum voor 1830
4861,41300,2021JJ00,0.2,7.0,GM0873,Woensdrecht,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
4872,41300,2021JJ00,0.7,5.9,GM0632,Woerden,"Gemeentelijke herindeling per 01-01-2001
Provinciale wijziging per 01-01-1989
Begindatum voor 1830"
4883,41300,2021JJ00,0.2,5.5,GM1690,De Wolden,Ontstaan per 01-01-1998
4894,41300,2021JJ00,0.2,8.1,GM0880,Wormerland,Ontstaan per 01-01-1991
4905,41300,2021JJ00,0.1,4.6,GM0351,Woudenberg,Begindatum voor 1830
4916,41300,2021JJ00,,,GM0874,Woudrichem,"Opgeheven per 01-01-2019
Begindatum voor 1830"
4927,41300,2021JJ00,3.5,11.7,GM0479,Zaanstad,Ontstaan per 01-01-1974
4938,41300,2021JJ00,0.4,5.5,GM0297,Zaltbommel,"Gemeentelijke herindeling per 01-01-1999
Begindatum voor 1830"
4949,41300,2021JJ00,0.3,12.8,GM0473,Zandvoort,Begindatum voor 1830
4960,41300,2021JJ00,,,GM0707,Zederik,"Opgeheven per 01-01-2019
Provinciale wijziging per 01-01-2019
Ontstaan per 01-01-1986"
4971,41300,2021JJ00,,,GM0478,Zeevang,"Opgeheven per 01-01-2016
Ontstaan per 01-08-1970"
4982,41300,2021JJ00,0.3,6.2,GM0050,Zeewolde,Ontstaan per 01-01-1984
4993,41300,2021JJ00,1.2,9.1,GM0355,Zeist,Begindatum voor 1830
5004,41300,2021JJ00,0.6,8.4,GM0299,Zevenaar,"Gemeentelijke herindeling per 01-01-2018
Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
5015,41300,2021JJ00,,,GM0476,Zijpe,"Opgeheven per 01-01-2013
Begindatum voor 1830"
5026,41300,2021JJ00,2.7,11.3,GM0637,Zoetermeer,Begindatum voor 1830
5037,41300,2021JJ00,0.1,4.4,GM0638,Zoeterwoude,Begindatum voor 1830
5048,41300,2021JJ00,,,GM0056,Zuidhorn,"Opgeheven per 01-01-2019
Begindatum voor 1830"
5059,41300,2021JJ00,0.5,5.6,GM1892,Zuidplas,Ontstaan per 01-01-2010
5070,41300,2021JJ00,0.3,7.8,GM0879,Zundert,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
5081,41300,2021JJ00,0.8,10.0,GM0301,Zutphen,"Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
5092,41300,2021JJ00,0.2,3.9,GM1896,Zwartewaterland,Ontstaan per 01-01-2001
5103,41300,2021JJ00,1.2,14.1,GM0642,Zwijndrecht,"Gemeentelijke herindeling per 01-01-2003
Begindatum voor 1830"
5114,41300,2021JJ00,2.2,8.6,GM0193,Zwolle,Begindatum voor 1830
5356,53991,2021JJ00,0.1,7.2,GM1680,Aa en Hunze,Ontstaan per 01-01-1998
5367,53991,2021JJ00,,,GM0738,Aalburg,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1973"
5378,53991,2021JJ00,0.1,4.5,GM0358,Aalsmeer,Begindatum voor 1830
5389,53991,2021JJ00,0.1,4.9,GM0197,Aalten,"Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
5400,53991,2021JJ00,0.1,6.9,GM0059,Achtkarspelen,Begindatum voor 1830
5411,53991,2021JJ00,0.1,6.5,GM0482,Alblasserdam,Begindatum voor 1830
5422,53991,2021JJ00,0.1,6.6,GM0613,Albrandswaard,Ontstaan per 01-01-1985
5433,53991,2021JJ00,0.6,9.6,GM0361,Alkmaar,"Gemeentelijke herindeling per 01-01-2015
Begindatum voor 1830"
5444,53991,2021JJ00,0.5,13.4,GM0141,Almelo,Begindatum 01-12-1913
5455,53991,2021JJ00,1.5,10.4,GM0034,Almere,Ontstaan per 01-01-1984
5466,53991,2021JJ00,0.4,6.1,GM0484,Alphen aan den Rijn,"Gemeentelijke herindeling per 01-01-2014
Naamswijziging per 01-01-1918"
5477,53991,2021JJ00,0.0,5.1,GM1723,Alphen-Chaam,Ontstaan per 01-01-1997
5488,53991,2021JJ00,0.2,5.0,GM1959,Altena,Ontstaan per 01-01-2019
5499,53991,2021JJ00,0.0,3.7,GM0060,Ameland,Begindatum voor 1830
5510,53991,2021JJ00,0.7,7.2,GM0307,Amersfoort,Begindatum voor 1830
5521,53991,2021JJ00,0.3,6.3,GM0362,Amstelveen,Naamswijziging per 01-01-1964
5532,53991,2021JJ00,7.4,15.3,GM0363,Amsterdam,"Gemeentelijke herindeling per 24-03-2022
Begindatum voor 1830"
5543,53991,2021JJ00,,,GM0366,Anna Paulowna,"Opgeheven per 01-01-2012
Begindatum 18-07-1870"
5554,53991,2021JJ00,0.8,8.3,GM0200,Apeldoorn,Begindatum voor 1830
5565,53991,2021JJ00,,,GM0003,Appingedam,"Opgeheven per 01-01-2021
Begindatum voor 1830"
5576,53991,2021JJ00,1.3,14.6,GM0202,Arnhem,Begindatum voor 1830
5587,53991,2021JJ00,0.4,10.1,GM0106,Assen,Begindatum voor 1830
5598,53991,2021JJ00,0.0,4.9,GM0743,Asten,Begindatum voor 1830
5609,53991,2021JJ00,0.0,6.0,GM0744,Baarle-Nassau,Begindatum voor 1830
5620,53991,2021JJ00,0.1,6.8,GM0308,Baarn,Begindatum voor 1830
5631,53991,2021JJ00,0.1,5.2,GM0489,Barendrecht,Naamswijziging per 10-12-1886
5642,53991,2021JJ00,0.2,3.5,GM0203,Barneveld,Begindatum voor 1830
5653,53991,2021JJ00,,,GM0005,Bedum,"Opgeheven per 01-01-2019
Begindatum voor 1830"
5664,53991,2021JJ00,0.1,8.4,GM0888,Beek (L.),Begindatum 02-01-1839
5675,53991,2021JJ00,0.1,8.3,GM1954,Beekdaelen,Ontstaan per 01-01-2019
5686,53991,2021JJ00,0.0,5.2,GM0370,Beemster,"Opgeheven per 01-01-2022
Begindatum voor 1830"
5697,53991,2021JJ00,0.1,11.4,GM0889,Beesel,Begindatum 02-01-1839
5708,53991,2021JJ00,,,GM0007,Bellingwedde,"Opgeheven per 01-01-2018
Ontstaan per 01-09-1968"
5719,53991,2021JJ00,0.2,9.6,GM1945,Berg en Dal,Naamswijziging per 01-01-2016
5730,53991,2021JJ00,,,GM0491,Bergambacht,"Opgeheven per 01-01-2015
Begindatum voor 1830"
5741,53991,2021JJ00,0.0,4.2,GM1724,Bergeijk,Naamswijziging per 25-09-1998
5752,53991,2021JJ00,0.0,6.7,GM0893,Bergen (L.),Begindatum 02-01-1839
5763,53991,2021JJ00,0.1,7.1,GM0373,Bergen (NH.),"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
5774,53991,2021JJ00,0.5,13.2,GM0748,Bergen op Zoom,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
5785,53991,2021JJ00,0.1,6.3,GM1859,Berkelland,Ontstaan per 01-01-2005
5796,53991,2021JJ00,0.1,4.5,GM1721,Bernheze,Naamswijziging per 28-01-1995
5807,53991,2021JJ00,,,GM0568,Bernisse,"Opgeheven per 01-01-2015
Ontstaan per 01-01-1980"
5818,53991,2021JJ00,0.1,5.5,GM0753,Best,Begindatum voor 1830
5829,53991,2021JJ00,0.1,5.2,GM0209,Beuningen,Begindatum voor 1830
5840,53991,2021JJ00,0.3,10.9,GM0375,Beverwijk,Begindatum voor 1830
5851,53991,2021JJ00,,,GM0063,het Bildt,"Opgeheven per 01-01-2018
Begindatum voor 1830"
5862,53991,2021JJ00,0.2,7.6,GM0310,De Bilt,"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
5873,53991,2021JJ00,,,GM0585,Binnenmaas,"Opgeheven per 01-01-2019
Gemeentelijke herindeling per 01-01-2007
Ontstaan per 01-01-1984"
5884,53991,2021JJ00,0.0,3.7,GM1728,Bladel,Ontstaan per 01-01-1997
5895,53991,2021JJ00,0.1,5.4,GM0376,Blaricum,Begindatum voor 1830
5906,53991,2021JJ00,0.1,4.7,GM0377,Bloemendaal,"Gemeentelijke herindeling per 01-01-2009
Begindatum voor 1830"
5917,53991,2021JJ00,,,GM0055,Boarnsterhim,"Opgeheven per 01-01-2014
Naamswijziging per 03-01-1985"
5928,53991,2021JJ00,0.1,4.8,GM1901,Bodegraven-Reeuwijk,Ontstaan per 01-01-2011
5939,53991,2021JJ00,0.0,3.5,GM0755,Boekel,Begindatum voor 1830
5950,53991,2021JJ00,,,GM0009,Ten Boer,"Opgeheven per 01-01-2019
Begindatum voor 1830"
5961,53991,2021JJ00,0.1,6.6,GM1681,Borger-Odoorn,Ontstaan per 01-01-1998
5972,53991,2021JJ00,0.1,4.5,GM0147,Borne,Begindatum voor 1830
5983,53991,2021JJ00,0.1,4.6,GM0654,Borsele,Naamswijziging per 01-01-1970
5994,53991,2021JJ00,,,GM0499,Boskoop,"Opgeheven per 01-01-2014
Begindatum voor 1830"
6005,53991,2021JJ00,0.1,7.4,GM0756,Boxmeer,"Opgeheven per 01-01-2022
Gemeentelijke herindeling per 01-01-1998
Gemeentelijke herindeling per 01-01-1994
Begindatum voor 1830"
6016,53991,2021JJ00,0.1,8.7,GM0757,Boxtel,"Gemeentelijke herindeling per 01-01-2021
Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
6027,53991,2021JJ00,1.0,9.5,GM0758,Breda,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
6038,53991,2021JJ00,0.1,7.0,GM0501,Brielle,"Opgeheven per 01-01-2023
Begindatum voor 1830"
6049,53991,2021JJ00,0.1,4.4,GM1876,Bronckhorst,Ontstaan per 01-01-2005
6060,53991,2021JJ00,0.1,5.6,GM0213,Brummen,Begindatum voor 1830
6071,53991,2021JJ00,0.1,10.7,GM0899,Brunssum,Begindatum 02-01-1839
6082,53991,2021JJ00,0.0,3.3,GM0312,Bunnik,Begindatum voor 1830
6093,53991,2021JJ00,0.1,3.6,GM0313,Bunschoten,Begindatum voor 1830
6104,53991,2021JJ00,0.1,5.8,GM0214,Buren,"Gemeentelijke herindeling per 01-01-1999
Begindatum voor 1830"
6115,53991,2021JJ00,,,GM0381,Bussum,"Opgeheven per 01-01-2016
Begindatum voor 1830"
6126,53991,2021JJ00,0.5,13.5,GM0502,Capelle aan den IJssel,Begindatum voor 1830
6137,53991,2021JJ00,0.1,4.2,GM0383,Castricum,"Gemeentelijke herindeling per 01-01-2002
Begindatum voor 1830"
6148,53991,2021JJ00,0.2,10.5,GM0109,Coevorden,"Gemeentelijke herindeling per 01-01-1998
Begindatum voor 1830"
6159,53991,2021JJ00,0.1,6.4,GM1706,Cranendonck,Naamswijziging per 28-01-1998
